taxon_id,scientific_name,common_name_original,common_name_model,taxonomy_class,generic_label,grounding_dino_prompt,qwen_label,yolo_open_vocab_label,aliases
121324,Oreochromis niloticus,Nile Tilapia,nile tilapia,Actinopterygii,fish,nile tilapia. fish.,nile tilapia,nile tilapia,nile tilapia|fish
871060,Acanthurus tractus,Caribbean Ocean Surgeonfish,caribbean ocean surgeonfish,Actinopterygii,fish,caribbean ocean surgeonfish. fish.,caribbean ocean surgeonfish,caribbean ocean surgeonfish,caribbean ocean surgeonfish|fish
94635,Ariopsis felis,Hardhead Catfish,hardhead catfish,Actinopterygii,fish,hardhead catfish. fish.,hardhead catfish,hardhead catfish,hardhead catfish|fish
123459,Pterois miles,Indian Lionfish,indian lionfish,Actinopterygii,fish,indian lionfish. fish.,indian lionfish,indian lionfish,indian lionfish|fish
118590,Muraena helena,Mediterranean Moray,mediterranean moray,Actinopterygii,fish,mediterranean moray. fish.,mediterranean moray,mediterranean moray,mediterranean moray|fish
58657,Ameiurus natalis,Yellow Bullhead,yellow bullhead,Actinopterygii,fish,yellow bullhead. fish.,yellow bullhead,yellow bullhead,yellow bullhead|fish
57743,Balistapus undulatus,Orangestripe Triggerfish,orangestripe triggerfish,Actinopterygii,fish,orangestripe triggerfish. fish.,orangestripe triggerfish,orangestripe triggerfish,orangestripe triggerfish|fish
49219,Anguilla rostrata,American Eel,american eel,Actinopterygii,fish,american eel. fish.,american eel,american eel,american eel|fish
96631,Campostoma anomalum,Central Stoneroller,central stoneroller,Actinopterygii,fish,central stoneroller. fish.,central stoneroller,central stoneroller,central stoneroller|fish
51402,Megalops atlanticus,Atlantic Tarpon,atlantic tarpon,Actinopterygii,fish,atlantic tarpon. fish.,atlantic tarpon,atlantic tarpon,atlantic tarpon|fish
311414,Tetractenos glaber,Smooth Toadfish,smooth toadfish,Actinopterygii,fish,smooth toadfish. fish.,smooth toadfish,smooth toadfish,smooth toadfish|fish
54441,Echidna nebulosa,Snowflake Moray,snowflake moray,Actinopterygii,fish,snowflake moray. fish.,snowflake moray,snowflake moray,snowflake moray|fish
83297,Scarus rubroviolaceus,Redlip Parrotfish,redlip parrotfish,Actinopterygii,fish,redlip parrotfish. fish.,redlip parrotfish,redlip parrotfish,redlip parrotfish|fish
101053,Fundulus diaphanus,Banded Killifish,banded killifish,Actinopterygii,fish,banded killifish. fish.,banded killifish,banded killifish,banded killifish|fish
52456,Cephalopholis argus,Peacock Grouper,peacock grouper,Actinopterygii,fish,peacock grouper. fish.,peacock grouper,peacock grouper,peacock grouper|fish
84498,Rhinichthys obtusus,Western Blacknose Dace,western blacknose dace,Actinopterygii,fish,western blacknose dace. fish.,western blacknose dace,western blacknose dace,western blacknose dace|fish
111389,Pygoplites diacanthus,Regal Angelfish,regal angelfish,Actinopterygii,fish,regal angelfish. fish.,regal angelfish,regal angelfish,regal angelfish|fish
210294,Lipophrys pholis,Shanny,shanny,Actinopterygii,fish,shanny. fish.,shanny,shanny,shanny|fish
109536,Pimephales promelas,Fathead Minnow,fathead minnow,Actinopterygii,fish,fathead minnow. fish.,fathead minnow,fathead minnow,fathead minnow|fish
52451,Naso lituratus,Pacific Orange-spine Unicornfish,pacific orange spine unicornfish,Actinopterygii,fish,pacific orange spine unicornfish. fish.,pacific orange spine unicornfish,pacific orange spine unicornfish,pacific orange spine unicornfish|fish
49601,Mola mola,Common Mola,common mola,Actinopterygii,fish,common mola. fish.,common mola,common mola,common mola|fish
128750,Sciaenops ocellatus,Red Drum,red drum,Actinopterygii,fish,red drum. fish.,red drum,red drum,red drum|fish
93137,Achoerodus viridis,Eastern Blue Groper,eastern blue groper,Actinopterygii,fish,eastern blue groper. fish.,eastern blue groper,eastern blue groper,eastern blue groper|fish
47292,Ocyurus chrysurus,Yellowtail Snapper,yellowtail snapper,Actinopterygii,fish,yellowtail snapper. fish.,yellowtail snapper,yellowtail snapper,yellowtail snapper|fish
48747,Chaetodon vagabundus,Vagabond Butterflyfish,vagabond butterflyfish,Actinopterygii,fish,vagabond butterflyfish. fish.,vagabond butterflyfish,vagabond butterflyfish,vagabond butterflyfish|fish
82330,Caranx ruber,Bar Jack,bar jack,Actinopterygii,fish,bar jack. fish.,bar jack,bar jack,bar jack|fish
82278,Ameiurus melas,Black Bullhead,black bullhead,Actinopterygii,fish,black bullhead. fish.,black bullhead,black bullhead,black bullhead|fish
118685,Parablennius gattorugine,Tompot Blenny,tompot blenny,Actinopterygii,fish,tompot blenny. fish.,tompot blenny,tompot blenny,tompot blenny|fish
49493,Thalassoma lucasanum,Cortez Rainbow Wrasse,cortez rainbow wrasse,Actinopterygii,fish,cortez rainbow wrasse. fish.,cortez rainbow wrasse,cortez rainbow wrasse,cortez rainbow wrasse|fish
69922,Oncorhynchus nerka,Sockeye Salmon,sockeye salmon,Actinopterygii,fish,sockeye salmon. fish.,sockeye salmon,sockeye salmon,sockeye salmon|fish
68640,Haletta semifasciata,Blue Weed-whiting,blue weed whiting,Actinopterygii,fish,blue weed whiting. fish.,blue weed whiting,blue weed whiting,blue weed whiting|fish
58659,Hypentelium nigricans,Northern Hog Sucker,northern hog sucker,Actinopterygii,fish,northern hog sucker. fish.,northern hog sucker,northern hog sucker,northern hog sucker|fish
52464,Melichthys niger,Black Triggerfish,black triggerfish,Actinopterygii,fish,black triggerfish. fish.,black triggerfish,black triggerfish,black triggerfish|fish
84432,Morone americana,White Perch,white perch,Actinopterygii,fish,white perch. fish.,white perch,white perch,white perch|fish
58639,Culaea inconstans,Brook Stickleback,brook stickleback,Actinopterygii,fish,brook stickleback. fish.,brook stickleback,brook stickleback,brook stickleback|fish
107572,Oncorhynchus keta,Chum Salmon,chum salmon,Actinopterygii,fish,chum salmon. fish.,chum salmon,chum salmon,chum salmon|fish
49210,Plotosus lineatus,Striped Eel Catfish,striped eel catfish,Actinopterygii,fish,striped eel catfish. fish.,striped eel catfish,striped eel catfish,striped eel catfish|fish
132366,Acanthurus xanthopterus,Yellowfin Surgeonfish,yellowfin surgeonfish,Actinopterygii,fish,yellowfin surgeonfish. fish.,yellowfin surgeonfish,yellowfin surgeonfish,yellowfin surgeonfish|fish
179880,Chromis viridis,Blue-green Chromis,blue green chromis,Actinopterygii,fish,blue green chromis. fish.,blue green chromis,blue green chromis,blue green chromis|fish
93611,Alburnus alburnus,Bleak,bleak,Actinopterygii,fish,bleak. fish.,bleak,bleak,bleak|fish
52460,Tylosurus crocodilus,Houndfish,houndfish,Actinopterygii,fish,houndfish. fish.,houndfish,houndfish,houndfish|fish
173412,Poecilia reticulata,Guppy,guppy,Actinopterygii,fish,guppy. fish.,guppy,guppy,guppy|fish
65979,Lithobates catesbeianus,American Bullfrog,american bullfrog,Amphibia,amphibian,american bullfrog. amphibian.,american bullfrog,american bullfrog,american bullfrog|amphibian
27186,Plethodon cinereus,Eastern Red-backed Salamander,eastern red backed salamander,Amphibia,amphibian,eastern red backed salamander. amphibian.,eastern red backed salamander,eastern red backed salamander,eastern red backed salamander|amphibian
326296,Bufo bufo,European Toad,european toad,Amphibia,amphibian,european toad. amphibian.,european toad,european toad,european toad|amphibian
24268,Pseudacris crucifer,Spring Peeper,spring peeper,Amphibia,amphibian,spring peeper. amphibian.,spring peeper,spring peeper,spring peeper|amphibian
64970,Anaxyrus boreas,Western Toad,western toad,Amphibia,amphibian,western toad. amphibian.,western toad,western toad,western toad|amphibian
66002,Lithobates palustris,Pickerel Frog,pickerel frog,Amphibia,amphibian,pickerel frog. amphibian.,pickerel frog,pickerel frog,pickerel frog|amphibian
70421,Acris blanchardi,Blanchard's Cricket Frog,blanchard s cricket frog,Amphibia,amphibian,blanchard s cricket frog. amphibian.,blanchard s cricket frog,blanchard s cricket frog,blanchard s cricket frog|amphibian
60341,Lithobates sphenocephalus,Southern Leopard Frog,southern leopard frog,Amphibia,amphibian,southern leopard frog. amphibian.,southern leopard frog,southern leopard frog,southern leopard frog|amphibian
553515,Rhinella marina,Cane Toad,cane toad,Amphibia,amphibian,cane toad. amphibian.,cane toad,cane toad,cane toad|amphibian
1668922,Dryophytes chrysoscelis,Cope's Gray Tree Frog,cope s gray tree frog,Amphibia,amphibian,cope s gray tree frog. amphibian.,cope s gray tree frog,cope s gray tree frog,cope s gray tree frog|amphibian
24230,Acris crepitans,Northern Cricket Frog,northern cricket frog,Amphibia,amphibian,northern cricket frog. amphibian.,northern cricket frog,northern cricket frog,northern cricket frog|amphibian
556621,Bombina variegata,Yellow-bellied Toad,yellow bellied toad,Amphibia,amphibian,yellow bellied toad. amphibian.,yellow bellied toad,yellow bellied toad,yellow bellied toad|amphibian
23702,Agalychnis callidryas,Red-eyed Tree Frog,red eyed tree frog,Amphibia,amphibian,red eyed tree frog. amphibian.,red eyed tree frog,red eyed tree frog,red eyed tree frog|amphibian
25488,Rana arvalis,Moor Frog,moor frog,Amphibia,amphibian,moor frog. amphibian.,moor frog,moor frog,moor frog|amphibian
64377,Lissotriton helveticus,Palmate Newt,palmate newt,Amphibia,amphibian,palmate newt. amphibian.,palmate newt,palmate newt,palmate newt|amphibian
326303,Kaloula pulchra,Asian Painted Frog,asian painted frog,Amphibia,amphibian,asian painted frog. amphibian.,asian painted frog,asian painted frog,asian painted frog|amphibian
27486,Pseudotriton ruber,Red Salamander,red salamander,Amphibia,amphibian,red salamander. amphibian.,red salamander,red salamander,red salamander|amphibian
22039,Limnodynastes peronii,Striped Marsh Frog,striped marsh frog,Amphibia,amphibian,striped marsh frog. amphibian.,striped marsh frog,striped marsh frog,striped marsh frog|amphibian
27718,Triturus cristatus,Great Crested Newt,great crested newt,Amphibia,amphibian,great crested newt. amphibian.,great crested newt,great crested newt,great crested newt|amphibian
24255,Pseudacris maculata,Boreal Chorus Frog,boreal chorus frog,Amphibia,amphibian,boreal chorus frog. amphibian.,boreal chorus frog,boreal chorus frog,boreal chorus frog|amphibian
26695,Scaphiopus holbrookii,Eastern Spadefoot,eastern spadefoot,Amphibia,amphibian,eastern spadefoot. amphibian.,eastern spadefoot,eastern spadefoot,eastern spadefoot|amphibian
67016,Rana draytonii,California Red-legged Frog,california red legged frog,Amphibia,amphibian,california red legged frog. amphibian.,california red legged frog,california red legged frog,california red legged frog|amphibian
27123,Eurycea lucifuga,Cave Salamander,cave salamander,Amphibia,amphibian,cave salamander. amphibian.,cave salamander,cave salamander,cave salamander|amphibian
66479,Platyplectrum ornatum,Ornate Burrowing Frog,ornate burrowing frog,Amphibia,amphibian,ornate burrowing frog. amphibian.,ornate burrowing frog,ornate burrowing frog,ornate burrowing frog|amphibian
27500,Gyrinophilus porphyriticus,Spring Salamander,spring salamander,Amphibia,amphibian,spring salamander. amphibian.,spring salamander,spring salamander,spring salamander|amphibian
65828,Incilius alvarius,Sonoran Desert Toad,sonoran desert toad,Amphibia,amphibian,sonoran desert toad. amphibian.,sonoran desert toad,sonoran desert toad,sonoran desert toad|amphibian
22038,Limnodynastes dumerilii,Eastern Banjo Frog,eastern banjo frog,Amphibia,amphibian,eastern banjo frog. amphibian.,eastern banjo frog,eastern banjo frog,eastern banjo frog|amphibian
66264,Odorrana swinhoana,Swinhoe's frog,swinhoe s frog,Amphibia,amphibian,swinhoe s frog. amphibian.,swinhoe s frog,swinhoe s frog,swinhoe s frog|amphibian
66131,Microhyla fissipes,East Asian Ornate Chorus Frog,east asian ornate chorus frog,Amphibia,amphibian,east asian ornate chorus frog. amphibian.,east asian ornate chorus frog,east asian ornate chorus frog,east asian ornate chorus frog|amphibian
1668953,Dryophytes femoralis,Pine Woods Tree Frog,pine woods tree frog,Amphibia,amphibian,pine woods tree frog. amphibian.,pine woods tree frog,pine woods tree frog,pine woods tree frog|amphibian
27474,Batrachoseps nigriventris,Black-bellied Slender Salamander,black bellied slender salamander,Amphibia,amphibian,black bellied slender salamander. amphibian.,black bellied slender salamander,black bellied slender salamander,black bellied slender salamander|amphibian
64973,Anaxyrus cognatus,Great Plains Toad,great plains toad,Amphibia,amphibian,great plains toad. amphibian.,great plains toad,great plains toad,great plains toad|amphibian
26651,Kurixalus idiootocus,Temple Tree Frog,temple tree frog,Amphibia,amphibian,temple tree frog. amphibian.,temple tree frog,temple tree frog,temple tree frog|amphibian
22036,Limnodynastes tasmaniensis,Spotted Marsh Frog,spotted marsh frog,Amphibia,amphibian,spotted marsh frog. amphibian.,spotted marsh frog,spotted marsh frog,spotted marsh frog|amphibian
27188,Plethodon cylindraceus,White-spotted Slimy Salamander,white spotted slimy salamander,Amphibia,amphibian,white spotted slimy salamander. amphibian.,white spotted slimy salamander,white spotted slimy salamander,white spotted slimy salamander|amphibian
65976,Lithobates blairi,Plains Leopard Frog,plains leopard frog,Amphibia,amphibian,plains leopard frog. amphibian.,plains leopard frog,plains leopard frog,plains leopard frog|amphibian
27735,Salamandra atra,Alpine Salamander,alpine salamander,Amphibia,amphibian,alpine salamander. amphibian.,alpine salamander,alpine salamander,alpine salamander|amphibian
66007,Lithobates septentrionalis,Mink Frog,mink frog,Amphibia,amphibian,mink frog. amphibian.,mink frog,mink frog,mink frog|amphibian
65448,Engystomops pustulosus,Túngara Frog,tungara frog,Amphibia,amphibian,tungara frog. amphibian.,tungara frog,tungara frog,tungara frog|amphibian
64987,Anaxyrus speciosus,Texas Toad,texas toad,Amphibia,amphibian,texas toad. amphibian.,texas toad,texas toad,texas toad|amphibian
923294,Zhangixalus moltrechti,Moltrecht's Green Tree Frog,moltrecht s green tree frog,Amphibia,amphibian,moltrecht s green tree frog. amphibian.,moltrecht s green tree frog,moltrecht s green tree frog,moltrecht s green tree frog|amphibian
64985,Anaxyrus quercicus,Oak Toad,oak toad,Amphibia,amphibian,oak toad. amphibian.,oak toad,oak toad,oak toad|amphibian
27519,Speleomantes strinatii,Strinati's Cave Salamander,strinati s cave salamander,Amphibia,amphibian,strinati s cave salamander. amphibian.,strinati s cave salamander,strinati s cave salamander,strinati s cave salamander|amphibian
25231,Crinia signifera,Common Eastern Froglet,common eastern froglet,Amphibia,amphibian,common eastern froglet. amphibian.,common eastern froglet,common eastern froglet,common eastern froglet|amphibian
27107,Eurycea guttolineata,Three-lined Salamander,three lined salamander,Amphibia,amphibian,three lined salamander. amphibian.,three lined salamander,three lined salamander,three lined salamander|amphibian
710315,Buergeria otai,Ota's stream tree frog,ota s stream tree frog,Amphibia,amphibian,ota s stream tree frog. amphibian.,ota s stream tree frog,ota s stream tree frog,ota s stream tree frog|amphibian
24263,Pseudacris feriarum,Upland Chorus Frog,upland chorus frog,Amphibia,amphibian,upland chorus frog. amphibian.,upland chorus frog,upland chorus frog,upland chorus frog|amphibian
25457,Xenopus laevis,African Clawed Frog,african clawed frog,Amphibia,amphibian,african clawed frog. amphibian.,african clawed frog,african clawed frog,african clawed frog|amphibian
22454,Eleutherodactylus coqui,Common Coqui,common coqui,Amphibia,amphibian,common coqui. amphibian.,common coqui,common coqui,common coqui|amphibian
24322,Scinax ruber,Red Snouted Tree Frog,red snouted tree frog,Amphibia,amphibian,red snouted tree frog. amphibian.,red snouted tree frog,red snouted tree frog,red snouted tree frog|amphibian
26258,Hoplobatrachus tigerinus,Indus Valley Bullfrog,indus valley bullfrog,Amphibia,amphibian,indus valley bullfrog. amphibian.,indus valley bullfrog,indus valley bullfrog,indus valley bullfrog|amphibian
1423577,Hoplobatrachus chinensis,East Asian Bullfrog,east asian bullfrog,Amphibia,amphibian,east asian bullfrog. amphibian.,east asian bullfrog,east asian bullfrog,east asian bullfrog|amphibian
24267,Pseudacris triseriata,Western Chorus Frog,western chorus frog,Amphibia,amphibian,western chorus frog. amphibian.,western chorus frog,western chorus frog,western chorus frog|amphibian
6930,Anas platyrhynchos,Mallard,mallard,Aves,bird,mallard. bird.,mallard,mallard,mallard|bird
13858,Passer domesticus,House Sparrow,house sparrow,Aves,bird,house sparrow. bird.,house sparrow,house sparrow,house sparrow|bird
4956,Ardea herodias,Great Blue Heron,great blue heron,Aves,bird,great blue heron. bird.,great blue heron,great blue heron,great blue heron|bird
7089,Branta canadensis,Canada Goose,canada goose,Aves,bird,canada goose. bird.,canada goose,canada goose,canada goose|bird
12727,Turdus migratorius,American Robin,american robin,Aves,bird,american robin. bird.,american robin,american robin,american robin|bird
3017,Columba livia,Rock Pigeon,rock pigeon,Aves,bird,rock pigeon. bird.,rock pigeon,rock pigeon,rock pigeon|bird
144455,Ardea alba,Great Egret,great egret,Aves,bird,great egret. bird.,great egret,great egret,great egret|bird
9083,Cardinalis cardinalis,Northern Cardinal,northern cardinal,Aves,bird,northern cardinal. bird.,northern cardinal,northern cardinal,northern cardinal|bird
14850,Sturnus vulgaris,European Starling,european starling,Aves,bird,european starling. bird.,european starling,european starling,european starling|bird
3454,Zenaida macroura,Mourning Dove,mourning dove,Aves,bird,mourning dove. bird.,mourning dove,mourning dove,mourning dove|bird
9744,Agelaius phoeniceus,Red-winged Blackbird,red winged blackbird,Aves,bird,red winged blackbird. bird.,red winged blackbird,red winged blackbird,red winged blackbird|bird
4756,Cathartes aura,Turkey Vulture,turkey vulture,Aves,bird,turkey vulture. bird.,turkey vulture,turkey vulture,turkey vulture|bird
10094,Junco hyemalis,Dark-eyed Junco,dark eyed junco,Aves,bird,dark eyed junco. bird.,dark eyed junco,dark eyed junco,dark eyed junco|bird
145245,Setophaga coronata,Yellow-rumped Warbler,yellow rumped warbler,Aves,bird,yellow rumped warbler. bird.,yellow rumped warbler,yellow rumped warbler,yellow rumped warbler|bird
4954,Ardea cinerea,Grey Heron,grey heron,Aves,bird,grey heron. bird.,grey heron,grey heron,grey heron|bird
14886,Mimus polyglottos,Northern Mockingbird,northern mockingbird,Aves,bird,northern mockingbird. bird.,northern mockingbird,northern mockingbird,northern mockingbird|bird
5305,Haliaeetus leucocephalus,Bald Eagle,bald eagle,Aves,bird,bald eagle. bird.,bald eagle,bald eagle,bald eagle|bird
116999,Pandion haliaetus,Osprey,osprey,Aves,bird,osprey. bird.,osprey,osprey,osprey|bird
1454382,Nannopterum auritum,Double-crested Cormorant,double crested cormorant,Aves,bird,double crested cormorant. bird.,double crested cormorant,double crested cormorant,double crested cormorant|bird
792988,Dryobates pubescens,Downy Woodpecker,downy woodpecker,Aves,bird,downy woodpecker. bird.,downy woodpecker,downy woodpecker,downy woodpecker|bird
11901,Hirundo rustica,Barn Swallow,barn swallow,Aves,bird,barn swallow. bird.,barn swallow,barn swallow,barn swallow|bird
906,Meleagris gallopavo,Wild Turkey,wild turkey,Aves,bird,wild turkey. bird.,wild turkey,wild turkey,wild turkey|bird
13695,Motacilla alba,White Wagtail,white wagtail,Aves,bird,white wagtail. bird.,white wagtail,white wagtail,white wagtail|bird
145310,Spinus tristis,American Goldfinch,american goldfinch,Aves,bird,american goldfinch. bird.,american goldfinch,american goldfinch,american goldfinch|bird
6921,Cygnus olor,Mute Swan,mute swan,Aves,bird,mute swan. bird.,mute swan,mute swan,mute swan|bird
8229,Cyanocitta cristata,Blue Jay,blue jay,Aves,bird,blue jay. bird.,blue jay,blue jay,blue jay|bird
482,Fulica atra,Eurasian Coot,eurasian coot,Aves,bird,eurasian coot. bird.,eurasian coot,eurasian coot,eurasian coot|bird
473,Fulica americana,American Coot,american coot,Aves,bird,american coot. bird.,american coot,american coot,american coot|bird
8021,Corvus brachyrhynchos,American Crow,american crow,Aves,bird,american crow. bird.,american crow,american crow,american crow|bird
891696,Pica pica,Eurasian Magpie,eurasian magpie,Aves,bird,eurasian magpie. bird.,eurasian magpie,eurasian magpie,eurasian magpie|bird
9176,Zonotrichia leucophrys,White-crowned Sparrow,white crowned sparrow,Aves,bird,white crowned sparrow. bird.,white crowned sparrow,white crowned sparrow,white crowned sparrow|bird
8010,Corvus corax,Common Raven,common raven,Aves,bird,common raven. bird.,common raven,common raven,common raven|bird
2969,Streptopelia decaocto,Eurasian Collared-Dove,eurasian collared dove,Aves,bird,eurasian collared dove. bird.,eurasian collared dove,eurasian collared dove,eurasian collared dove|bird
4765,Coragyps atratus,Black Vulture,black vulture,Aves,bird,black vulture. bird.,black vulture,black vulture,black vulture|bird
4665,Falco sparverius,American Kestrel,american kestrel,Aves,bird,american kestrel. bird.,american kestrel,american kestrel,american kestrel|bird
4943,Egretta garzetta,Little Egret,little egret,Aves,bird,little egret. bird.,little egret,little egret,little egret|bird
9184,Zonotrichia albicollis,White-throated Sparrow,white throated sparrow,Aves,bird,white throated sparrow. bird.,white throated sparrow,white throated sparrow,white throated sparrow|bird
7107,Aix sponsa,Wood Duck,wood duck,Aves,bird,wood duck. bird.,wood duck,wood duck,wood duck|bird
6993,Bucephala albeola,Bufflehead,bufflehead,Aves,bird,bufflehead. bird.,bufflehead,bufflehead,bufflehead|bird
3751,Eudocimus albus,White Ibis,white ibis,Aves,bird,white ibis. bird.,white ibis,white ibis,white ibis|bird
12707,Turdus pilaris,Fieldfare,fieldfare,Aves,bird,fieldfare. bird.,fieldfare,fieldfare,fieldfare|bird
20044,Bubo virginianus,Great Horned Owl,great horned owl,Aves,bird,great horned owl. bird.,great horned owl,great horned owl,great horned owl|bird
144479,Gallinula galeata,Common Gallinule,common gallinule,Aves,bird,common gallinule. bird.,common gallinule,common gallinule,common gallinule|bird
204496,Corvus corone,Carrion Crow,carrion crow,Aves,bird,carrion crow. bird.,carrion crow,carrion crow,carrion crow|bird
506118,Aphelocoma californica,California Scrub-Jay,california scrub jay,Aves,bird,california scrub jay. bird.,california scrub jay,california scrub jay,california scrub jay|bird
9420,Pipilo maculatus,Spotted Towhee,spotted towhee,Aves,bird,spotted towhee. bird.,spotted towhee,spotted towhee,spotted towhee|bird
9721,Geothlypis trichas,Common Yellowthroat,common yellowthroat,Aves,bird,common yellowthroat. bird.,common yellowthroat,common yellowthroat,common yellowthroat|bird
1188207,Setophaga aestiva,Northern Yellow Warbler,northern yellow warbler,Aves,bird,northern yellow warbler. bird.,northern yellow warbler,northern yellow warbler,northern yellow warbler|bird
7278,Aegithalos caudatus,Long-tailed Tit,long tailed tit,Aves,bird,long tailed tit. bird.,long tailed tit,long tailed tit,long tailed tit|bird
19893,Strix varia,Barred Owl,barred owl,Aves,bird,barred owl. bird.,barred owl,barred owl,barred owl|bird
3864,Calidris minutilla,Least Sandpiper,least sandpiper,Aves,bird,least sandpiper. bird.,least sandpiper,least sandpiper,least sandpiper|bird
145242,Setophaga palmarum,Palm Warbler,palm warbler,Aves,bird,palm warbler. bird.,palm warbler,palm warbler,palm warbler|bird
6996,Mergus serrator,Red-breasted Merganser,red breasted merganser,Aves,bird,red breasted merganser. bird.,red breasted merganser,red breasted merganser,red breasted merganser|bird
12748,Turdus philomelos,Song Thrush,song thrush,Aves,bird,song thrush. bird.,song thrush,song thrush,song thrush|bird
4450,Sterna hirundo,Common Tern,common tern,Aves,bird,common tern. bird.,common tern,common tern,common tern|bird
3857,Calidris alpina,Dunlin,dunlin,Aves,bird,dunlin. bird.,dunlin,dunlin,dunlin|bird
9195,Emberiza citrinella,Yellowhammer,yellowhammer,Aves,bird,yellowhammer. bird.,yellowhammer,yellowhammer,yellowhammer|bird
7054,Aythya affinis,Lesser Scaup,lesser scaup,Aves,bird,lesser scaup. bird.,lesser scaup,lesser scaup,lesser scaup|bird
10271,Pheucticus ludovicianus,Rose-breasted Grosbeak,rose breasted grosbeak,Aves,bird,rose breasted grosbeak. bird.,rose breasted grosbeak,rose breasted grosbeak,rose breasted grosbeak|bird
14823,Sitta canadensis,Red-breasted Nuthatch,red breasted nuthatch,Aves,bird,red breasted nuthatch. bird.,red breasted nuthatch,red breasted nuthatch,red breasted nuthatch|bird
19349,Myiopsitta monachus,Monk Parakeet,monk parakeet,Aves,bird,monk parakeet. bird.,monk parakeet,monk parakeet,monk parakeet|bird
882,Gallus gallus,Red Junglefowl,red junglefowl,Aves,bird,red junglefowl. bird.,red junglefowl,red junglefowl,red junglefowl|bird
1204,Pavo cristatus,Indian Peafowl,indian peafowl,Aves,bird,indian peafowl. bird.,indian peafowl,indian peafowl,indian peafowl|bird
204520,Hemiphaga novaeseelandiae,New Zealand Pigeon,new zealand pigeon,Aves,bird,new zealand pigeon. bird.,new zealand pigeon,new zealand pigeon,new zealand pigeon|bird
42223,Odocoileus virginianus,White-tailed Deer,white tailed deer,Mammalia,mammal,white tailed deer. mammal.,white tailed deer,white tailed deer,white tailed deer|mammal
46017,Sciurus carolinensis,Eastern Gray Squirrel,eastern gray squirrel,Mammalia,mammal,eastern gray squirrel. mammal.,eastern gray squirrel,eastern gray squirrel,eastern gray squirrel|mammal
41663,Procyon lotor,Common Raccoon,common raccoon,Mammalia,mammal,common raccoon. mammal.,common raccoon,common raccoon,common raccoon|mammal
43111,Sylvilagus floridanus,Eastern Cottontail,eastern cottontail,Mammalia,mammal,eastern cottontail. mammal.,eastern cottontail,eastern cottontail,eastern cottontail|mammal
46020,Sciurus niger,Eastern Fox Squirrel,eastern fox squirrel,Mammalia,mammal,eastern fox squirrel. mammal.,eastern fox squirrel,eastern fox squirrel,eastern fox squirrel|mammal
42069,Vulpes vulpes,Red Fox,red fox,Mammalia,mammal,red fox. mammal.,red fox,red fox,red fox|mammal
42051,Canis latrans,Coyote,coyote,Mammalia,mammal,coyote. mammal.,coyote,coyote,coyote|mammal
46217,Tamias striatus,Eastern Chipmunk,eastern chipmunk,Mammalia,mammal,eastern chipmunk. mammal.,eastern chipmunk,eastern chipmunk,eastern chipmunk|mammal
43794,Castor canadensis,American Beaver,american beaver,Mammalia,mammal,american beaver. mammal.,american beaver,american beaver,american beaver|mammal
42652,Didelphis virginiana,Virginia Opossum,virginia opossum,Mammalia,mammal,virginia opossum. mammal.,virginia opossum,virginia opossum,virginia opossum|mammal
42184,Capreolus capreolus,Western Roe Deer,western roe deer,Mammalia,mammal,western roe deer. mammal.,western roe deer,western roe deer,western roe deer|mammal
45763,Ondatra zibethicus,Muskrat,muskrat,Mammalia,mammal,muskrat. mammal.,muskrat,muskrat,muskrat|mammal
43115,Sylvilagus audubonii,Desert Cottontail,desert cottontail,Mammalia,mammal,desert cottontail. mammal.,desert cottontail,desert cottontail,desert cottontail|mammal
43151,Oryctolagus cuniculus,European Rabbit,european rabbit,Mammalia,mammal,european rabbit. mammal.,european rabbit,european rabbit,european rabbit|mammal
41976,Lynx rufus,Bobcat,bobcat,Mammalia,mammal,bobcat. mammal.,bobcat,bobcat,bobcat|mammal
41740,Zalophus californianus,California Sea Lion,california sea lion,Mammalia,mammal,california sea lion. mammal.,california sea lion,california sea lion,california sea lion|mammal
43997,Myocastor coypus,Coypu,coypu,Mammalia,mammal,coypu. mammal.,coypu,coypu,coypu|mammal
43128,Lepus europaeus,Brown Hare,brown hare,Mammalia,mammal,brown hare. mammal.,brown hare,brown hare,brown hare|mammal
42888,Macropus giganteus,Eastern Grey Kangaroo,eastern grey kangaroo,Mammalia,mammal,eastern grey kangaroo. mammal.,eastern grey kangaroo,eastern grey kangaroo,eastern grey kangaroo|mammal
42391,Ovis canadensis,Bighorn Sheep,bighorn sheep,Mammalia,mammal,bighorn sheep. mammal.,bighorn sheep,bighorn sheep,bighorn sheep|mammal
44026,Erethizon dorsatum,North American Porcupine,north american porcupine,Mammalia,mammal,north american porcupine. mammal.,north american porcupine,north american porcupine,north american porcupine|mammal
43694,Loxodonta africana,African Savanna Elephant,african savanna elephant,Mammalia,mammal,african savanna elephant. mammal.,african savanna elephant,african savanna elephant,african savanna elephant|mammal
41673,Nasua narica,White-nosed Coati,white nosed coati,Mammalia,mammal,white nosed coati. mammal.,white nosed coati,white nosed coati,white nosed coati|mammal
47144,Canis familiaris,Domestic Dog,domestic dog,Mammalia,mammal,domestic dog. mammal.,domestic dog,domestic dog,domestic dog|mammal
44576,Rattus norvegicus,Brown Rat,brown rat,Mammalia,mammal,brown rat. mammal.,brown rat,brown rat,brown rat|mammal
